,기준일자,구명,행정동명,ADMD_CD,매출지수,식사_비중,간식_비중,마실거리_비중,홈&리빙_비중,헬스&뷰티_비중,취미&여가활동_비중,사회활동_비중,임신/육아_비중
0,20180401,종로구,청운효자동,11110515,0.73693291383335,0.279017883007121,0.299568923420923,0.334815500482193,0.015635754360839,0.0537824395802524,0.000264850060104411,0.0130918695335361,0.00382277955503204
1,20180401,종로구,사직동,11110530,1.25847262450328,0.237403083117144,0.257983950482777,0.349825697915936,0.0455019361082344,0.0925809464616735,0.0049875094168877,0.0024672924300824,0.00924958406726576
2,20180401,종로구,삼청동,11110540,0.674164057803558,0.254080634141257,0.246844348198673,0.324434298750478,0.0650252452144106,0.0896914409458849,,0.013211758711336,0.00671227403796046
3,20180401,종로구,부암동,11110550,1.01087427491822,0.416368261878289,0.217715023406987,0.282613328454917,0.0267375678213727,0.0366216708367313,0.00589319791544234,0.0122951541733268,0.00175579551293484
4,20180401,종로구,평창동,11110560,1.01294217302032,0.311320900138154,0.267387237059888,0.262358209357845,0.0147363999483609,0.135350211084285,,0.00726993161678424,0.00157711079468272
5,20180401,종로구,무악동,11110570,1.9437500487942,0.342283098970571,0.206574608491684,0.359670024460484,0.0222418696003181,0.0485956308515381,0.0122819542681335,0.00383374904106068,0.00451906431621099
6,20180401,종로구,교남동,11110580,0.880493250786562,0.336033613668908,0.260794101869544,0.24738875613465,0.0772101364142169,0.0462598032478731,0.00997504023266227,0.0191432105442825,0.00319533788786281
7,20180401,종로구,가회동,11110600,0.741017964071856,0.238186452653295,0.210444214270616,0.412769423550646,0.0169116305898823,0.0904712644510716,0.00963744988177069,0.0205918511002141,0.000987713502504512
8,20180401,종로구,종로1.2.3.4가동,11110615,1.2545983651992,0.274781644452083,0.209749875196744,0.386739970276478,0.0243307601932758,0.0762275035836159,0.00553903748420871,0.0174884221797964,0.00514278663379847
9,20180401,종로구,종로5.6가동,11110630,0.757140542903762,0.25319955326445,0.220530243906526,0.397659407321385,0.0218044584620362,0.0461699773345509,0.00979860166359369,0.0192298645164242,0.0316078935310347
10,20180401,종로구,이화동,11110640,1.18211848792636,0.222898582509848,0.218436686801999,0.374620648055645,0.0462747112783774,0.10962540246701,0.00397758003694833,0.0195783234064673,0.00458806544370539
